loc,v(g),ev(g),iv(g),i,lOCode,lOBlank,locCodeAndComment
0.0647515893571932,0.0576923076923076,0.0,0.0909090909090909,0.1226828705484189,0.0720691864189621,0.0681818181818181,0.0
0.0529785731104308,0.0961538461538461,0.0625,0.0909090909090909,0.1318030481171774,0.0680653427290198,0.0681818181818181,0.0
0.0500353190487402,0.0384615384615384,0.0,0.0303030303030303,0.0839495862955594,0.0600576553491351,0.0909090909090909,0.0
0.029432540616906,0.2307692307692307,0.375,0.3636363636363636,0.0,0.0,0.0,0.0
0.214857546503414,0.6923076923076923,0.0,1.0,1.0,0.2922805893657909,0.0227272727272727,0.125
0.0794678596656462,0.0384615384615384,0.0,0.0606060606060606,0.1131231663498409,0.0600576553491351,0.0454545454545454,0.0
0.0235460324935248,0.0192307692307692,0.0,0.0303030303030303,0.0766973969035346,0.0320307495195387,0.0454545454545454,0.0
0.058865081233812,0.0576923076923076,0.0,0.0909090909090909,0.1519113914314279,0.0800768737988468,0.0909090909090909,0.0
0.2384035789969388,0.1923076923076923,0.25,0.1818181818181818,0.0,0.0,0.0,0.0
0.0382623028019778,0.0192307692307692,0.0,0.0303030303030303,0.1709209181711292,0.0440422805893657,0.0681818181818181,0.0
0.0323757946785966,0.1153846153846154,0.1875,0.0,0.0726317755777026,0.0560538116591927,0.0227272727272727,0.0
0.0912408759124087,0.25,0.40625,0.3636363636363636,0.206467634357796,0.1161114670083278,0.0454545454545454,0.125
0.044148810925359,0.0192307692307692,0.0,0.0303030303030303,0.1201555924269558,0.036034593209481,0.0909090909090909,0.0
0.0235460324935248,0.0384615384615384,0.0,0.0606060606060606,0.0804883140857294,0.036034593209481,0.0227272727272727,0.0
0.2207440546267952,0.1153846153846154,0.15625,0.0909090909090909,0.2033360071203308,0.18818065342729,0.1136363636363636,0.25
0.0382623028019778,0.0192307692307692,0.0,0.0303030303030303,0.1411429890008456,0.0440422805893657,0.0909090909090909,0.0
0.0382623028019778,0.0,0.0,0.0,0.1661960069005676,0.0440422805893657,0.0909090909090909,0.0
0.3031551683541321,0.25,0.1875,0.2424242424242424,0.5778676365554282,0.3323190262652143,0.3863636363636363,0.0
0.0,0.0,0.0,0.0,0.060984319887481,0.0080076873798846,0.0,0.0
0.0706380974805744,0.0192307692307692,0.0,0.0303030303030303,0.2137747645785482,0.0920884048686738,0.0681818181818181,0.0
0.0088297621850718,0.0192307692307692,0.0,0.0,0.0791147933675429,0.0200192184497117,0.0,0.0
0.2590063574287731,0.2115384615384615,0.1875,0.2121212121212121,0.2660234926983631,0.2802690582959639,0.1136363636363636,0.0
0.24429008712032,0.0576923076923076,0.0,0.0303030303030303,0.5069390266682768,0.1801729660474053,0.4090909090909091,0.0
0.0323757946785966,0.0384615384615384,0.0,0.0303030303030303,0.0916413023174038,0.0440422805893657,0.0227272727272727,0.0
0.0706380974805744,0.1153846153846154,0.0,0.0606060606060606,0.0,0.0,0.0,0.0
0.0058865081233812,0.0,0.0,0.0,0.1509224565143336,0.0160153747597693,0.0,0.0
0.214857546503414,0.1346153846153846,0.0,0.0,0.1557572494423501,0.2362267777065981,0.3636363636363636,0.0
0.1236166705910053,0.0576923076923076,0.0,0.0909090909090909,0.1827331963475331,0.1121076233183855,0.3181818181818182,0.0
0.0412055568636684,0.1538461538461538,0.25,0.0,0.0807080774006392,0.0600576553491351,0.0227272727272727,0.0
0.0235460324935248,0.0192307692307692,0.0,0.0303030303030303,0.1019152372894389,0.0280269058295963,0.0681818181818181,0.0
0.1236166705910053,0.1538461538461538,0.21875,0.1212121212121212,0.0,0.0,0.0,0.0
0.0941841299740993,0.1923076923076923,0.21875,0.0909090909090909,0.1623501488896453,0.1040999359385008,0.1590909090909091,0.0
0.014716270308453,0.0,0.0,0.0,0.0899381366268526,0.0200192184497117,0.0454545454545454,0.0
0.0794678596656462,0.0192307692307692,0.0,0.0303030303030303,0.1705912731987644,0.1121076233183855,0.0227272727272727,0.0
0.4356016011302093,0.2884615384615385,0.3125,0.2424242424242424,0.6879690573252587,0.4604420243433692,0.7954545454545455,0.0
0.0853543677890275,0.1153846153846154,0.0,0.0,0.071368136516971,0.0840807174887891,0.1136363636363636,0.125
0.0765246056039556,0.0769230769230769,0.0625,0.0606060606060606,0.1125188172338388,0.0960922485586161,0.0681818181818181,0.0
0.1206734165293147,0.1346153846153846,0.0,0.2121212121212121,0.2651444394387237,0.1561499039077513,0.0681818181818181,0.0
0.0618083352955026,0.0384615384615384,0.0,0.0303030303030303,0.1257046161284293,0.0800768737988468,0.0681818181818181,0.0
0.0264892865552154,0.0192307692307692,0.0,0.0303030303030303,0.1118595272891093,0.0320307495195387,0.0454545454545454,0.0
0.2384035789969388,0.4423076923076923,0.6875,0.5757575757575758,0.2641005636929019,0.2362267777065981,0.1363636363636363,0.0
0.0058865081233812,0.0,0.0,0.0,0.0957618644719634,0.012011531069827,0.0227272727272727,0.0
0.1295031787143865,0.2115384615384615,0.28125,0.0,0.1210346456865952,0.1441383728379242,0.1363636363636363,0.0
0.0882976218507181,0.0769230769230769,0.0,0.0606060606060606,0.131033876514993,0.1161114670083278,0.0681818181818181,0.0
0.229573816811867,0.2692307692307693,0.0,0.3939393939393939,0.4794686123045466,0.2522421524663675,0.3863636363636363,0.0
0.0941841299740993,0.0384615384615384,0.0,0.0303030303030303,0.1924577230322936,0.0840807174887891,0.0454545454545454,1.0
